filename,width,height,class,xmin,ymin,xmax,ymax
(396).jpeg,590,393,studentcopying,327,40,556,309
(396).jpeg,590,393,student,135,118,337,360
(397).jpeg,1024,650,student,767,283,992,493
(397).jpeg,1024,650,student,558,232,742,432
(397).jpeg,1024,650,student,433,253,547,424
(397).jpeg,1024,650,studentcopying,317,223,448,395
(397).jpeg,1024,650,studentcopying,176,219,307,363
(397).jpeg,1024,650,student,751,187,822,288
(397).jpeg,1024,650,invigilator,342,119,429,272
(398).jpeg,800,401,student,154,149,435,360
(398).jpeg,800,401,student,484,137,696,320
(398).jpeg,800,401,student,661,118,777,229
(398).jpeg,800,401,student,436,103,545,177
(398).jpeg,800,401,student,365,102,444,186
(398).jpeg,800,401,student,214,98,325,180
(398).jpeg,800,401,student,4,96,127,211
(398).jpeg,800,401,invigilator,567,37,647,188
(398).jpeg,800,401,invigilator,34,1,102,146
(398).jpeg,800,401,student,148,74,221,159
(398).jpeg,800,401,student,272,64,320,149
(399).jpeg,575,302,student,347,151,499,289
(399).jpeg,575,302,student,226,128,351,224
(399).jpeg,575,302,student,62,142,176,286
(399).jpeg,575,302,student,3,122,89,213
(399).jpeg,575,302,student,142,93,240,174
(399).jpeg,575,302,student,279,86,352,151
(399).jpeg,575,302,student,357,73,431,137
(399).jpeg,575,302,student,435,84,509,140
(399).jpeg,575,302,student,243,69,283,106
(399).jpeg,575,302,student,83,89,148,146
(399).jpeg,575,302,student,483,110,563,201
(400).jpeg,600,300,student,352,89,458,294
(400).jpeg,600,300,student,194,144,290,300
(400).jpeg,600,300,student,40,53,178,264
(400).jpeg,600,300,student,235,46,327,175
(400).jpeg,600,300,student,356,23,455,120
(400).jpeg,600,300,student,476,20,540,131
(400).jpeg,600,300,student,555,1,594,92
(400).jpeg,600,300,student,547,51,600,211
(401).jpeg,660,440,student,340,212,477,358
(401).jpeg,660,440,student,544,166,636,278
(401).jpeg,660,440,student,237,180,337,283
(401).jpeg,660,440,student,1,227,144,383
(401).jpeg,660,440,student,167,135,278,234
(401).jpeg,660,440,student,237,97,308,164
(401).jpeg,660,440,student,102,129,197,207
(401).jpeg,660,440,student,89,99,167,182
(401).jpeg,660,440,student,448,139,528,239
(401).jpeg,660,440,invigilator,291,110,402,223
(401).jpeg,660,440,invigilator,2,62,77,257
(401).jpeg,660,440,invigilator,551,119,660,215
(401).jpeg,660,440,student,488,109,529,151
(401).jpeg,660,440,student,394,111,448,209
(401).jpeg,660,440,student,303,72,336,122
(401).jpeg,660,440,student,333,88,372,132
(401).jpeg,660,440,student,178,78,238,135
(401).jpeg,660,440,student,93,64,153,108
(402).jpeg,1000,667,student,529,328,748,503
(402).jpeg,1000,667,student,364,289,577,446
(402).jpeg,1000,667,student,237,214,440,374
(402).jpeg,1000,667,student,128,180,295,367
(402).jpeg,1000,667,student,542,172,703,303
(402).jpeg,1000,667,student,445,140,607,273
(402).jpeg,1000,667,student,327,125,477,238
(402).jpeg,1000,667,studentcopying,291,100,398,186
(402).jpeg,1000,667,student,1,138,117,273
(402).jpeg,1000,667,student,747,362,993,576
(402).jpeg,1000,667,student,837,235,997,391
(402).jpeg,1000,667,student,720,209,874,353
(402).jpeg,1000,667,invigilator,753,70,871,279
(402).jpeg,1000,667,invigilator,861,46,984,269
(402).jpeg,1000,667,student,599,102,700,172
(403).jpeg,435,265,student,163,101,295,239
(403).jpeg,435,265,student,289,88,359,157
(403).jpeg,435,265,student,348,65,389,117
(403).jpeg,435,265,student,141,65,182,107
(403).jpeg,435,265,student,66,69,119,123
(403).jpeg,435,265,student,189,58,218,111
(403).jpeg,435,265,student,227,55,258,102
(403).jpeg,435,265,student,263,56,291,95
(403).jpeg,435,265,student,382,60,407,84
(403).jpeg,435,265,invigilator,321,37,344,101
(403).jpeg,435,265,invigilator,6,28,87,253
(404).jpeg,680,455,student,186,259,282,342
(404).jpeg,680,455,studentcopying,153,204,233,277
(404).jpeg,680,455,student,2,289,154,389
(404).jpeg,680,455,student,353,210,436,299
(404).jpeg,680,455,student,423,186,496,266
(404).jpeg,680,455,student,513,165,574,244
(404).jpeg,680,455,student,570,169,614,228
(404).jpeg,680,455,student,621,155,665,220
(404).jpeg,680,455,student,338,172,411,221
(404).jpeg,680,455,student,267,178,334,246
(404).jpeg,680,455,student,126,170,171,229
(404).jpeg,680,455,student,74,154,137,212
(404).jpeg,680,455,student,162,137,201,185
(404).jpeg,680,455,student,192,152,225,194
(404).jpeg,680,455,studentcopying,223,158,280,219
(404).jpeg,680,455,invigilator,318,94,357,199
(404).jpeg,680,455,student,497,168,525,198
(405).jpeg,660,363,student,266,215,497,359
(405).jpeg,660,363,student,414,110,596,231
(405).jpeg,660,363,student,185,91,320,186
(405).jpeg,660,363,student,1,105,118,253
(405).jpeg,660,363,student,318,65,425,149
(405).jpeg,660,363,student,418,46,490,113
(405).jpeg,660,363,student,476,33,518,84
(405).jpeg,660,363,student,582,53,654,130
(405).jpeg,660,363,student,212,34,284,83
(405).jpeg,660,363,student,296,29,348,99
(405).jpeg,660,363,student,125,54,194,151
(405).jpeg,660,363,student,22,49,99,125
(406).jpeg,960,1280,student,681,754,933,1123
(406).jpeg,960,1280,student,58,714,223,940
(406).jpeg,960,1280,student,303,631,526,811
(406).jpeg,960,1280,student,568,652,695,777
(406).jpeg,960,1280,student,699,631,810,791
(406).jpeg,960,1280,student,781,606,897,717
(407).jpeg,1024,638,student,557,91,1011,609
(407).jpeg,1024,638,student,336,127,717,407
(407).jpeg,1024,638,student,192,108,407,313
(407).jpeg,1024,638,student,156,99,278,208
(407).jpeg,1024,638,invigilator,649,11,759,190
(407).jpeg,1024,638,invigilator,937,1,1024,217
(408).jpeg,670,447,invigilator,546,31,663,336
(408).jpeg,670,447,student,64,150,189,383
(408).jpeg,670,447,student,191,166,291,356
(408).jpeg,670,447,student,368,118,414,235
(408).jpeg,670,447,student,401,99,474,226
(408).jpeg,670,447,student,488,113,554,284
(408).jpeg,670,447,student,142,95,201,165
(408).jpeg,670,447,student,62,83,126,170
(408).jpeg,670,447,student,26,109,81,194
(409).jpeg,640,400,student,351,236,513,357
(409).jpeg,640,400,student,93,241,240,357
(409).jpeg,640,400,student,172,188,256,250
(409).jpeg,640,400,student,211,154,295,200
(409).jpeg,640,400,student,363,146,461,201
(409).jpeg,640,400,student,251,120,299,155
(409).jpeg,640,400,student,529,142,599,204
(409).jpeg,640,400,student,563,195,640,295
(409).jpeg,640,400,student,54,141,137,203
(409).jpeg,640,400,student,1,172,74,264
(409).jpeg,640,400,student,120,118,174,173
(409).jpeg,640,400,student,157,102,208,145
(409).jpeg,640,400,student,187,90,228,135
(409).jpeg,640,400,student,267,94,312,136
(409).jpeg,640,400,student,375,115,423,159
(409).jpeg,640,400,student,500,127,558,177
(409).jpeg,640,400,student,475,108,524,147
(409).jpeg,640,400,student,462,91,504,123
(409).jpeg,640,400,student,62,92,97,143
(409).jpeg,640,400,student,99,86,121,121
(409).jpeg,640,400,student,3,100,50,165
(409).jpeg,640,400,student,118,73,156,115
(409).jpeg,640,400,invigilator,403,49,437,123
(410).jpeg,1200,629,student,354,461,678,629
(410).jpeg,1200,629,student,830,312,1062,504
(410).jpeg,1200,629,student,624,241,810,393
(410).jpeg,1200,629,student,408,185,615,341
(410).jpeg,1200,629,student,297,117,454,271
(410).jpeg,1200,629,student,104,313,383,524
(410).jpeg,1200,629,student,63,260,249,406
(410).jpeg,1200,629,student,1,195,136,346
(410).jpeg,1200,629,studentcopying,188,96,336,221
(410).jpeg,1200,629,chit,295,151,333,186
(410).jpeg,1200,629,studentsleep,584,150,738,217
(410).jpeg,1200,629,student,698,165,878,254
(410).jpeg,1200,629,student,863,194,1020,313
(410).jpeg,1200,629,student,1069,196,1196,387
(410).jpeg,1200,629,student,465,91,572,183
(410).jpeg,1200,629,student,658,57,739,148
(411).jpeg,1200,800,student,552,129,979,581
(411).jpeg,1200,800,student,74,163,351,471
(411).jpeg,1200,800,student,381,168,629,373
(411).jpeg,1200,800,student,892,100,1074,435
(411).jpeg,1200,800,invigilator,266,112,421,329
(412).jpeg,640,360,student,264,112,418,277
(412).jpeg,640,360,student,426,77,555,234
(412).jpeg,640,360,student,55,89,157,223
(412).jpeg,640,360,student,206,92,302,198
(412).jpeg,640,360,student,366,81,421,149
(412).jpeg,640,360,student,539,55,614,146
(412).jpeg,640,360,student,145,56,204,145
(412).jpeg,640,360,student,301,59,352,112
(413).jpeg,825,464,student,350,164,464,312
(413).jpeg,825,464,student,448,166,649,335
(413).jpeg,825,464,student,568,156,790,388
(413).jpeg,825,464,invigilator,162,6,403,430
(413).jpeg,825,464,studentcopying,71,124,138,229
(413).jpeg,825,464,student,602,138,676,197
(414).jpeg,800,480,student,364,181,614,445
(414).jpeg,800,480,studentcopying,638,103,751,262
(414).jpeg,800,480,student,262,146,412,287
(414).jpeg,800,480,student,417,106,503,184
(414).jpeg,800,480,student,361,76,436,173
(414).jpeg,800,480,student,323,75,369,143
(414).jpeg,800,480,student,182,115,264,199
(414).jpeg,800,480,invigilator,47,43,131,261
(415).jpeg,800,480,invigilator,424,53,538,318
(415).jpeg,800,480,studentcopying,242,135,371,320
(415).jpeg,800,480,chit,321,182,408,255
(415).jpeg,800,480,student,653,105,708,199
(415).jpeg,800,480,student,573,103,628,229
(415).jpeg,800,480,student,512,84,544,155
(415).jpeg,800,480,student,343,93,412,189
(416).jpeg,1000,668,student,283,156,698,596
(416).jpeg,1000,668,student,92,105,323,325
(416).jpeg,1000,668,studentcopying,262,10,424,185
(416).jpeg,1000,668,student,606,87,796,282
(416).jpeg,1000,668,student,752,10,952,172
(416).jpeg,1000,668,student,521,6,715,123
(416).jpeg,1000,668,student,365,1,481,109
(416).jpeg,1000,668,student,8,5,150,193
(417).jpeg,400,269,student,119,18,291,254
(417).jpeg,400,269,student,6,67,120,190
(417).jpeg,400,269,student,277,49,398,177
(417).jpeg,400,269,student,248,31,301,108
(418).jpeg,788,492,student,438,188,637,430
(418).jpeg,788,492,student,280,158,424,357
(418).jpeg,788,492,student,163,138,263,322
(418).jpeg,788,492,student,69,123,161,304
(418).jpeg,788,492,student,24,108,86,245
(418).jpeg,788,492,student,253,60,322,178
(418).jpeg,788,492,student,321,74,391,175
(418).jpeg,788,492,student,380,126,487,203
(418).jpeg,788,492,student,185,81,236,145
(418).jpeg,788,492,invigilator,466,15,532,160
(418).jpeg,788,492,studentcopying,688,64,753,121
(418).jpeg,788,492,student,390,78,450,126
(420).jpeg,790,452,student,416,180,533,345
(420).jpeg,790,452,student,1,208,174,364
(420).jpeg,790,452,student,301,184,424,290
(420).jpeg,790,452,student,283,147,370,226
(420).jpeg,790,452,student,55,103,130,178
(420).jpeg,790,452,student,613,96,677,179
(420).jpeg,790,452,invigilator,273,1,329,143
(420).jpeg,790,452,invigilator,646,47,783,427
(420).jpeg,790,452,invigilator,218,23,266,102
(420).jpeg,790,452,student,151,55,216,135
(420).jpeg,790,452,student,64,73,111,122
(420).jpeg,790,452,student,455,56,512,134
(420).jpeg,790,452,student,517,93,590,151
(420).jpeg,790,452,student,611,96,671,158
(421).jpeg,930,523,student,270,174,595,497
(421).jpeg,930,523,student,25,68,318,347
(421).jpeg,930,523,student,642,16,900,319
(421).jpeg,930,523,student,330,1,637,211
(422).jpeg,265,190,studentcopying,33,31,159,132
(422).jpeg,265,190,student,107,44,253,176
(423).jpeg,700,400,student,408,169,596,317
(423).jpeg,700,400,student,248,75,370,243
(423).jpeg,700,400,student,133,48,252,168
(423).jpeg,700,400,student,416,78,518,191
(423).jpeg,700,400,student,611,128,700,285
(423).jpeg,700,400,student,543,73,652,170
(423).jpeg,700,400,student,72,39,154,149
(423).jpeg,700,400,student,25,18,106,107
(424).jpeg,1280,720,student,552,121,944,653
(424).jpeg,1280,720,student,1050,19,1271,309
(424).jpeg,1280,720,student,844,38,1044,219
(424).jpeg,1280,720,student,588,33,780,181
(424).jpeg,1280,720,student,196,112,535,405
(425).jpeg,1280,720,student,784,222,1004,564
(425).jpeg,1280,720,student,509,186,751,501
(425).jpeg,1280,720,student,361,198,537,464
(425).jpeg,1280,720,student,64,426,473,687
(425).jpeg,1280,720,student,292,201,389,369
(425).jpeg,1280,720,student,207,173,315,360
(425).jpeg,1280,720,student,91,148,200,332
(425).jpeg,1280,720,student,771,152,884,307
(426).jpeg,426,240,student,211,46,330,172
(426).jpeg,426,240,student,112,29,221,109
(427).jpeg,1200,630,student,634,318,1015,575
(427).jpeg,1200,630,student,428,154,664,358
(427).jpeg,1200,630,student,728,106,894,274
(427).jpeg,1200,630,student,871,108,1019,279
(427).jpeg,1200,630,student,1074,188,1200,403
(427).jpeg,1200,630,invigilator,413,18,578,302
(427).jpeg,1200,630,student,38,136,187,377
(427).jpeg,1200,630,student,171,66,258,316
(427).jpeg,1200,630,student,341,82,438,259
(428).jpeg,1200,630,student,618,202,804,420
(428).jpeg,1200,630,student,969,188,1193,387
(428).jpeg,1200,630,student,3,345,300,595
(428).jpeg,1200,630,student,112,214,335,350
(428).jpeg,1200,630,student,461,155,681,315
(428).jpeg,1200,630,student,98,118,281,239
(428).jpeg,1200,630,student,373,20,474,123
(428).jpeg,1200,630,student,820,128,978,282
(429).jpeg,1024,680,student,713,371,988,653
(429).jpeg,1024,680,student,194,246,397,475
(429).jpeg,1024,680,student,352,212,534,381
(429).jpeg,1024,680,student,533,189,670,350
(429).jpeg,1024,680,student,1,238,115,361
(429).jpeg,1024,680,student,761,270,927,393
(429).jpeg,1024,680,student,872,228,988,381
(429).jpeg,1024,680,student,627,187,712,313
(429).jpeg,1024,680,student,689,177,784,298
(429).jpeg,1024,680,student,276,212,373,299
(430).jpeg,1280,720,student,749,269,1178,615
(430).jpeg,1280,720,student,227,171,514,523
(430).jpeg,1280,720,student,826,153,1091,326
(430).jpeg,1280,720,student,1089,130,1186,323
(430).jpeg,1280,720,student,662,125,815,291
(430).jpeg,1280,720,student,793,115,905,266
(430).jpeg,1280,720,student,890,104,988,198
(430).jpeg,1280,720,student,492,154,658,365
(430).jpeg,1280,720,student,657,88,725,190
(430).jpeg,1280,720,student,563,105,637,197
(431).jpeg,980,450,student,69,6,512,436
(431).jpeg,980,450,student,475,42,652,314
(431).jpeg,980,450,student,776,45,980,425
(432).jpeg,400,268,student,199,115,356,222
(432).jpeg,400,268,student,124,57,241,162
(432).jpeg,400,268,student,4,58,116,186
(432).jpeg,400,268,student,215,26,271,117
(433).jpeg,400,300,student,213,152,349,271
(433).jpeg,400,300,student,117,142,204,228
(433).jpeg,400,300,student,56,131,125,226
(433).jpeg,400,300,student,233,108,318,171
(433).jpeg,400,300,student,342,119,400,196
(433).jpeg,400,300,student,178,110,235,168
(434).jpeg,400,265,student,240,93,349,170
(434).jpeg,400,265,student,134,105,264,247
(434).jpeg,400,265,student,81,82,162,172
(434).jpeg,400,265,student,325,75,384,130
(434).jpeg,400,265,student,223,72,272,115
(434).jpeg,400,265,student,5,94,76,167
(434).jpeg,400,265,invigilator,136,30,170,102
(434).jpeg,400,265,student,192,58,219,109
(435).jpeg,400,300,student,32,53,172,199
(435).jpeg,400,300,student,60,5,162,79
(435).jpeg,400,300,student,190,91,382,285
(436).jpeg,400,300,student,127,149,249,277
(436).jpeg,400,300,student,265,122,357,191
(436).jpeg,400,300,student,202,88,253,132
(436).jpeg,400,300,student,73,82,138,160
(436).jpeg,400,300,student,13,65,84,118
(436).jpeg,400,300,student,258,76,290,124
(437).jpeg,400,217,student,104,120,226,213
(437).jpeg,400,217,student,72,85,169,181
(437).jpeg,400,217,student,336,73,400,165
(437).jpeg,400,217,student,266,76,353,164
(437).jpeg,400,217,student,238,71,303,151
(437).jpeg,400,217,student,206,58,264,138
(437).jpeg,400,217,student,163,55,206,105
(438).jpeg,400,247,student,324,97,389,218
(438).jpeg,400,247,student,265,85,313,160
(438).jpeg,400,247,invigilator,173,37,216,186
(438).jpeg,400,247,student,15,118,87,191
(438).jpeg,400,247,student,139,65,171,108
(438).jpeg,400,247,student,204,97,265,153
(439).jpeg,1200,675,student,698,137,1012,506
(439).jpeg,1200,675,student,261,118,658,600
(439).jpeg,1200,675,student,1001,132,1197,411
(439).jpeg,1200,675,student,609,90,755,286
(439).jpeg,1200,675,student,26,55,287,366
(439).jpeg,1200,675,student,1046,67,1136,169
(439).jpeg,1200,675,invigilator,188,7,262,170
(440).jpeg,900,600,student,372,290,711,576
(440).jpeg,900,600,student,246,217,464,444
(440).jpeg,900,600,student,100,172,323,366
(440).jpeg,900,600,student,637,157,816,323
(440).jpeg,900,600,student,506,134,663,291
(440).jpeg,900,600,student,380,135,533,256
(440).jpeg,900,600,invigilator,116,11,213,239
(441).jpeg,900,600,student,412,103,730,521
(441).jpeg,900,600,student,145,173,403,342
(441).jpeg,900,600,student,81,163,216,272
(441).jpeg,900,600,student,59,159,154,234
(441).jpeg,900,600,student,416,155,530,251
(441).jpeg,900,600,student,694,132,852,326
(441).jpeg,900,600,student,344,144,418,221
(442).jpeg,900,600,student,38,304,348,570
(442).jpeg,900,600,student,666,265,873,511
(442).jpeg,900,600,student,582,214,728,381
(442).jpeg,900,600,student,199,218,305,345
(442).jpeg,900,600,invigilator,421,87,518,482
(442).jpeg,900,600,invigilator,296,144,345,249
(442).jpeg,900,600,student,518,210,655,299
(442).jpeg,900,600,student,250,201,320,275
(443).jpeg,510,285,student,297,89,390,193
(443).jpeg,510,285,student,26,117,191,210
(443).jpeg,510,285,student,4,106,78,162
(443).jpeg,510,285,student,235,83,319,163
(443).jpeg,510,285,student,187,81,229,148
(443).jpeg,510,285,invigilator,373,5,439,127
(443).jpeg,510,285,invigilator,42,27,133,121
(443).jpeg,510,285,invigilator,355,22,399,87
(444).jpeg,845,480,student,460,127,677,389
(444).jpeg,845,480,student,681,102,837,281
(444).jpeg,845,480,student,118,106,320,334
(444).jpeg,845,480,student,403,62,537,215
(444).jpeg,845,480,student,300,35,395,145
(444).jpeg,845,480,student,589,48,708,151
(444).jpeg,845,480,student,49,71,183,191
(444).jpeg,845,480,student,175,61,288,132
(444).jpeg,845,480,student,75,11,176,82
(444).jpeg,845,480,student,200,8,276,76
(445).jpeg,870,488,student,495,154,707,370
(445).jpeg,870,488,studentcopying,164,57,248,184
(445).jpeg,870,488,student,115,79,225,188
(445).jpeg,870,488,student,66,103,176,236
(445).jpeg,870,488,student,1,95,151,311
(445).jpeg,870,488,student,454,61,535,166
(445).jpeg,870,488,student,693,71,807,184
(445).jpeg,870,488,student,272,43,321,104
(445).jpeg,870,488,invigilator,376,1,405,115
(446).jpeg,468,310,studentcopying,243,27,440,271
(446).jpeg,468,310,studentcopying,13,31,277,289
(447).jpeg,969,563,student,419,420,633,550
(447).jpeg,969,563,student,123,350,292,532
(447).jpeg,969,563,student,287,293,481,458
(447).jpeg,969,563,student,414,261,527,384
(447).jpeg,969,563,student,584,344,770,482
(447).jpeg,969,563,student,811,265,900,390
(447).jpeg,969,563,student,714,307,842,442
(447).jpeg,969,563,student,134,233,255,313
(447).jpeg,969,563,student,247,202,369,279
(447).jpeg,969,563,student,362,180,446,260
(447).jpeg,969,563,student,439,189,513,240
(447).jpeg,969,563,student,501,152,589,228
(447).jpeg,969,563,student,578,146,642,217
(447).jpeg,969,563,student,639,141,700,202
(448).jpeg,640,315,student,11,109,190,306
(448).jpeg,640,315,student,206,42,299,137
(448).jpeg,640,315,student,291,68,423,168
(448).jpeg,640,315,student,445,94,628,234
(448).jpeg,640,315,student,137,17,216,112
(448).jpeg,640,315,student,338,27,417,73
(448).jpeg,640,315,studentsleep,419,60,527,120
(448).jpeg,640,315,student,427,17,473,48
(449).jpeg,759,422,student,165,136,418,384
(449).jpeg,759,422,student,582,103,750,303
(449).jpeg,759,422,student,7,64,238,242
(449).jpeg,759,422,student,326,23,430,128
(449).jpeg,759,422,student,389,67,564,206
(449).jpeg,759,422,student,452,22,547,80
(449).jpeg,759,422,student,647,42,731,103
(449).jpeg,759,422,student,576,43,663,97
(449).jpeg,759,422,student,58,22,107,70
(450).jpeg,715,376,student,391,145,518,243
(450).jpeg,715,376,student,601,79,708,177
(450).jpeg,715,376,student,1,121,241,242
(450).jpeg,715,376,student,347,86,434,176
(450).jpeg,715,376,studentcopying,520,87,601,163
(450).jpeg,715,376,student,454,67,517,124
(450).jpeg,715,376,student,310,53,421,119
(450).jpeg,715,376,student,292,50,332,93
(450).jpeg,715,376,student,444,49,484,91
(450).jpeg,715,376,student,261,50,303,84
(450).jpeg,715,376,invigilator,564,18,604,87
(450).jpeg,715,376,student,344,34,384,64
(593).jpeg,1048,550,student,129,147,265,255
(593).jpeg,1048,550,student,261,143,407,306
(593).jpeg,1048,550,student,443,171,719,447
(593).jpeg,1048,550,student,864,197,1014,329
(593).jpeg,1048,550,student,664,156,755,253
(593).jpeg,1048,550,invigilator,479,44,590,247
(594).jpeg,1066,425,studentcopying,80,95,369,378
(594).jpeg,1066,425,studentcopying,510,112,741,425
(594).jpeg,1066,425,studentcopying,896,6,1066,246
(594).jpeg,1066,425,student,325,134,482,260
(595).jpeg,1084,431,student,102,44,391,248
(595).jpeg,1084,431,student,434,221,691,417
(595).jpeg,1084,431,student,823,134,1069,431
(595).jpeg,1084,431,student,98,227,388,431
(596).jpeg,1083,426,student,566,131,748,292
(596).jpeg,1083,426,student,346,75,615,425
(596).jpeg,1083,426,student,184,64,359,273
(597).jpeg,1082,549,studentcopying,579,29,961,520
(597).jpeg,1082,549,studentcopying,1,34,398,501
(597).jpeg,1082,549,student,482,11,620,154
(598).jpeg,1056,560,student,455,21,1022,499
(598).jpeg,1056,560,student,453,28,652,248
(598).jpeg,1056,560,student,302,1,433,155
(599).jpeg,1074,548,student,52,103,463,548
(599).jpeg,1074,548,student,717,127,1074,523
(599).jpeg,1074,548,student,596,314,760,469
(602).jpeg,1079,557,student,136,116,353,356
(602).jpeg,1079,557,studentcopying,320,101,636,489
(603).jpeg,1070,553,student,464,67,807,496
(603).jpeg,1070,553,studentcopying,173,85,449,360
(604).jpeg,1082,545,studentcopying,263,62,475,351
(604).jpeg,1082,545,student,504,85,761,545
(604).jpeg,1082,545,studentcopying,172,98,327,244
(605).jpeg,1078,556,studentcopying,216,76,499,478
(605).jpeg,1078,556,student,588,225,1078,539
(605).jpeg,1078,556,student,58,158,239,334
(606).jpeg,1090,483,student,93,169,276,366
(606).jpeg,1090,483,student,250,148,392,329
(606).jpeg,1090,483,student,349,154,454,276
(606).jpeg,1090,483,student,629,159,802,306
(606).jpeg,1090,483,student,815,123,1067,357
(607).jpeg,1061,489,studentcopying,140,114,244,216
(607).jpeg,1061,489,studentcopying,139,167,396,465
(607).jpeg,1061,489,chit,633,275,746,391
(607).jpeg,1061,489,student,693,56,1026,488
(607).jpeg,1061,489,invigilator,514,5,630,453
(608).jpeg,1074,477,student,64,55,298,276
(608).jpeg,1074,477,student,282,17,420,192
(608).jpeg,1074,477,chit,456,105,536,157
(608).jpeg,1074,477,student,612,17,787,187
(608).jpeg,1074,477,student,695,33,916,264
(608).jpeg,1074,477,student,409,19,518,124
(609).jpeg,1084,550,student,94,119,377,404
(609).jpeg,1084,550,chit,569,330,764,428
(609).jpeg,1084,550,student,777,160,1055,441
(609).jpeg,1084,550,student,751,115,864,250
